store_nbr,family,min,max,default_rank,comb,id,date,sales,onpromotion,city,state,store_type,cluster,transactions,local_holiday,regional_holiday,index,type,locale,locale_name,description,transferred,category,category_reg,national_holiday,holiday_true
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,750229,2014-02-27,646.0,0,Quito,Pichincha,D,13,1696.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,752009,2014-02-28,309.045,0,Quito,Pichincha,D,13,1880.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,752011,2014-02-28,798.0,0,Quito,Pichincha,D,13,1880.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,753791,2014-03-01,269.193,0,Quito,Pichincha,D,13,1111.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,753793,2014-03-01,580.0,0,Quito,Pichincha,D,13,1111.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,755573,2014-03-02,72.585,0,Quito,Pichincha,D,13,346.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,755575,2014-03-02,123.0,0,Quito,Pichincha,D,13,346.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,757355,2014-03-03,72.664,0,Quito,Pichincha,D,13,400.0,False,False,94.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,757357,2014-03-03,186.0,0,Quito,Pichincha,D,13,400.0,False,False,94.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,759137,2014-03-04,87.446,0,Quito,Pichincha,D,13,489.0,False,False,95.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,759139,2014-03-04,264.0,0,Quito,Pichincha,D,13,489.0,False,False,95.0,Holiday,National,Ecuador,Carnaval,False,good,Carnaval,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,760919,2014-03-05,423.35,0,Quito,Pichincha,D,13,1905.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,760921,2014-03-05,872.0,0,Quito,Pichincha,D,13,1905.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,762701,2014-03-06,383.585,0,Quito,Pichincha,D,13,1825.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,762703,2014-03-06,885.0,0,Quito,Pichincha,D,13,1825.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,764483,2014-03-07,356.455,0,Quito,Pichincha,D,13,1827.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,764485,2014-03-07,887.0,0,Quito,Pichincha,D,13,1827.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,766265,2014-03-08,318.457,0,Quito,Pichincha,D,13,1510.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,766267,2014-03-08,626.0,0,Quito,Pichincha,D,13,1510.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,768047,2014-03-09,166.706,0,Quito,Pichincha,D,13,535.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,768049,2014-03-09,326.0,0,Quito,Pichincha,D,13,535.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,769829,2014-03-10,316.803,0,Quito,Pichincha,D,13,1756.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,769831,2014-03-10,767.0,0,Quito,Pichincha,D,13,1756.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,771611,2014-03-11,295.984,0,Quito,Pichincha,D,13,1841.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,771613,2014-03-11,789.0,0,Quito,Pichincha,D,13,1841.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,773393,2014-03-12,442.966,0,Quito,Pichincha,D,13,1886.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,773395,2014-03-12,1087.0,0,Quito,Pichincha,D,13,1886.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,775175,2014-03-13,354.049,0,Quito,Pichincha,D,13,1752.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,775177,2014-03-13,648.0,0,Quito,Pichincha,D,13,1752.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,776957,2014-03-14,320.578,0,Quito,Pichincha,D,13,1814.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,776959,2014-03-14,631.0,0,Quito,Pichincha,D,13,1814.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,778739,2014-03-15,346.504,0,Quito,Pichincha,D,13,1317.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,778741,2014-03-15,516.0,0,Quito,Pichincha,D,13,1317.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,780521,2014-03-16,166.135,0,Quito,Pichincha,D,13,553.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,780523,2014-03-16,341.0,0,Quito,Pichincha,D,13,553.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,782303,2014-03-17,317.498,0,Quito,Pichincha,D,13,1837.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,782305,2014-03-17,734.0,0,Quito,Pichincha,D,13,1837.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,784085,2014-03-18,366.61,0,Quito,Pichincha,D,13,1759.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,784087,2014-03-18,813.0,0,Quito,Pichincha,D,13,1759.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,785867,2014-03-19,356.803,0,Quito,Pichincha,D,13,1896.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,785869,2014-03-19,753.0,0,Quito,Pichincha,D,13,1896.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,787649,2014-03-20,321.359,0,Quito,Pichincha,D,13,1628.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,787651,2014-03-20,628.0,0,Quito,Pichincha,D,13,1628.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,789431,2014-03-21,295.76,0,Quito,Pichincha,D,13,1903.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,789433,2014-03-21,732.0,0,Quito,Pichincha,D,13,1903.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,791213,2014-03-22,281.013,0,Quito,Pichincha,D,13,1327.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,791215,2014-03-22,610.0,0,Quito,Pichincha,D,13,1327.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,792995,2014-03-23,126.803,0,Quito,Pichincha,D,13,523.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,792997,2014-03-23,257.0,0,Quito,Pichincha,D,13,523.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,794777,2014-03-24,302.978,0,Quito,Pichincha,D,13,1704.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,794779,2014-03-24,648.0,0,Quito,Pichincha,D,13,1704.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,796559,2014-03-25,322.285,0,Quito,Pichincha,D,13,1863.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,796561,2014-03-25,598.0,0,Quito,Pichincha,D,13,1863.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,798341,2014-03-26,384.262,0,Quito,Pichincha,D,13,1818.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,798343,2014-03-26,819.0,0,Quito,Pichincha,D,13,1818.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,800123,2014-03-27,295.895,0,Quito,Pichincha,D,13,1683.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,800125,2014-03-27,679.0,0,Quito,Pichincha,D,13,1683.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,801905,2014-03-28,356.087,0,Quito,Pichincha,D,13,1862.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,801907,2014-03-28,689.0,0,Quito,Pichincha,D,13,1862.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,803687,2014-03-29,273.316,0,Quito,Pichincha,D,13,1274.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,803689,2014-03-29,571.0,0,Quito,Pichincha,D,13,1274.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,805469,2014-03-30,132.691,0,Quito,Pichincha,D,13,505.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,805471,2014-03-30,249.0,0,Quito,Pichincha,D,13,505.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,807251,2014-03-31,323.823,0,Quito,Pichincha,D,13,1862.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,807253,2014-03-31,611.0,0,Quito,Pichincha,D,13,1862.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,809033,2014-04-01,319.704,0,Quito,Pichincha,D,13,1847.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,809035,2014-04-01,731.0,0,Quito,Pichincha,D,13,1847.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,810815,2014-04-02,389.193,0,Quito,Pichincha,D,13,1899.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,810817,2014-04-02,842.0,0,Quito,Pichincha,D,13,1899.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,812597,2014-04-03,314.915,0,Quito,Pichincha,D,13,1789.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,812599,2014-04-03,578.0,0,Quito,Pichincha,D,13,1789.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,814379,2014-04-04,321.43,0,Quito,Pichincha,D,13,1875.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,814381,2014-04-04,679.0,0,Quito,Pichincha,D,13,1875.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,816161,2014-04-05,294.787,0,Quito,Pichincha,D,13,1393.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,816163,2014-04-05,542.0,0,Quito,Pichincha,D,13,1393.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,817943,2014-04-06,125.922,0,Quito,Pichincha,D,13,529.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,817945,2014-04-06,269.0,0,Quito,Pichincha,D,13,529.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,819725,2014-04-07,315.581,0,Quito,Pichincha,D,13,1936.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,819727,2014-04-07,716.0,0,Quito,Pichincha,D,13,1936.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,821507,2014-04-08,236.883,0,Quito,Pichincha,D,13,1743.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,821509,2014-04-08,582.0,0,Quito,Pichincha,D,13,1743.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,823289,2014-04-09,392.659,0,Quito,Pichincha,D,13,1940.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,823291,2014-04-09,756.0,0,Quito,Pichincha,D,13,1940.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,825071,2014-04-10,335.32098,0,Quito,Pichincha,D,13,1770.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,825073,2014-04-10,634.0,0,Quito,Pichincha,D,13,1770.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,826853,2014-04-11,277.143,0,Quito,Pichincha,D,13,1866.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,826855,2014-04-11,710.0,0,Quito,Pichincha,D,13,1866.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,828635,2014-04-12,289.639,0,Quito,Pichincha,D,13,1340.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,828637,2014-04-12,523.0,0,Quito,Pichincha,D,13,1340.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,830417,2014-04-13,130.84799,0,Quito,Pichincha,D,13,463.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,830419,2014-04-13,183.0,0,Quito,Pichincha,D,13,463.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,832199,2014-04-14,285.774,0,Quito,Pichincha,D,13,1880.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,832201,2014-04-14,583.0,0,Quito,Pichincha,D,13,1880.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,833981,2014-04-15,302.235,0,Quito,Pichincha,D,13,1794.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,833983,2014-04-15,611.0,0,Quito,Pichincha,D,13,1794.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,835763,2014-04-16,330.345,0,Quito,Pichincha,D,13,1915.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,835765,2014-04-16,670.0,0,Quito,Pichincha,D,13,1915.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,837545,2014-04-17,360.639,0,Quito,Pichincha,D,13,1784.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,837547,2014-04-17,539.0,0,Quito,Pichincha,D,13,1784.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,839327,2014-04-18,112.917,0,Quito,Pichincha,D,13,507.0,False,False,99.0,Holiday,National,Ecuador,Viernes Santo,False,good,Viernes,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,839329,2014-04-18,229.0,0,Quito,Pichincha,D,13,507.0,False,False,99.0,Holiday,National,Ecuador,Viernes Santo,False,good,Viernes,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,841109,2014-04-19,194.428,0,Quito,Pichincha,D,13,1038.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,841111,2014-04-19,336.0,0,Quito,Pichincha,D,13,1038.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,842891,2014-04-20,117.173004,0,Quito,Pichincha,D,13,414.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,842893,2014-04-20,218.0,0,Quito,Pichincha,D,13,414.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,844673,2014-04-21,278.66602,0,Quito,Pichincha,D,13,1776.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,844675,2014-04-21,604.0,0,Quito,Pichincha,D,13,1776.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,846455,2014-04-22,240.363,0,Quito,Pichincha,D,13,1688.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,846457,2014-04-22,574.0,0,Quito,Pichincha,D,13,1688.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,848237,2014-04-23,348.325,0,Quito,Pichincha,D,13,1935.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,848239,2014-04-23,808.0,0,Quito,Pichincha,D,13,1935.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,850019,2014-04-24,331.641,0,Quito,Pichincha,D,13,1787.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,850021,2014-04-24,606.0,0,Quito,Pichincha,D,13,1787.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,851801,2014-04-25,339.975,0,Quito,Pichincha,D,13,1860.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,851803,2014-04-25,644.0,0,Quito,Pichincha,D,13,1860.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,853583,2014-04-26,300.93,0,Quito,Pichincha,D,13,1234.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,853585,2014-04-26,545.0,0,Quito,Pichincha,D,13,1234.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,855365,2014-04-27,152.072,0,Quito,Pichincha,D,13,505.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,855367,2014-04-27,222.0,0,Quito,Pichincha,D,13,505.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,857147,2014-04-28,261.197,0,Quito,Pichincha,D,13,1782.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,857149,2014-04-28,560.0,0,Quito,Pichincha,D,13,1782.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,858929,2014-04-29,322.908,0,Quito,Pichincha,D,13,1756.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,858931,2014-04-29,762.0,0,Quito,Pichincha,D,13,1756.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,860711,2014-04-30,372.251,0,Quito,Pichincha,D,13,1990.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,860713,2014-04-30,786.0,0,Quito,Pichincha,D,13,1990.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,862493,2014-05-01,186.132,0,Quito,Pichincha,D,13,503.0,False,False,101.0,Holiday,National,Ecuador,Dia del Trabajo,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,862495,2014-05-01,356.0,0,Quito,Pichincha,D,13,503.0,False,False,101.0,Holiday,National,Ecuador,Dia del Trabajo,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,864275,2014-05-02,329.224,0,Quito,Pichincha,D,13,1805.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,864277,2014-05-02,765.0,0,Quito,Pichincha,D,13,1805.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,866057,2014-05-03,303.601,0,Quito,Pichincha,D,13,1326.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,866059,2014-05-03,642.0,0,Quito,Pichincha,D,13,1326.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,867839,2014-05-04,175.213,0,Quito,Pichincha,D,13,473.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,867841,2014-05-04,231.0,0,Quito,Pichincha,D,13,473.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,869621,2014-05-05,217.48,0,Quito,Pichincha,D,13,1460.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,869623,2014-05-05,644.0,0,Quito,Pichincha,D,13,1460.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,871403,2014-05-06,259.444,0,Quito,Pichincha,D,13,1849.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,871405,2014-05-06,835.0,0,Quito,Pichincha,D,13,1849.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,873185,2014-05-07,371.422,0,Quito,Pichincha,D,13,1912.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,873187,2014-05-07,879.0,0,Quito,Pichincha,D,13,1912.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,874967,2014-05-08,351.253,0,Quito,Pichincha,D,13,1727.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,874969,2014-05-08,649.0,0,Quito,Pichincha,D,13,1727.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,876749,2014-05-09,331.643,0,Quito,Pichincha,D,13,1998.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,876751,2014-05-09,637.0,0,Quito,Pichincha,D,13,1998.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,878531,2014-05-10,290.54498,0,Quito,Pichincha,D,13,1440.0,False,False,102.0,Additional,National,Ecuador,Dia de la Madre-1,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,878533,2014-05-10,646.0,0,Quito,Pichincha,D,13,1440.0,False,False,102.0,Additional,National,Ecuador,Dia de la Madre-1,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,880313,2014-05-11,120.576004,0,Quito,Pichincha,D,13,595.0,False,False,103.0,Event,National,Ecuador,Dia de la Madre,False,good,Dia,True,True
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,880315,2014-05-11,136.0,0,Quito,Pichincha,D,13,595.0,False,False,103.0,Event,National,Ecuador,Dia de la Madre,False,good,Dia,True,True
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,882095,2014-05-12,350.608,0,Quito,Pichincha,D,13,1768.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,882097,2014-05-12,616.0,0,Quito,Pichincha,D,13,1768.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,883877,2014-05-13,329.466,0,Quito,Pichincha,D,13,1874.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,883879,2014-05-13,766.0,0,Quito,Pichincha,D,13,1874.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,885659,2014-05-14,330.439,0,Quito,Pichincha,D,13,1861.0,False,False,,,,,,,,,False,False
1,CLEANING,2013-01-01,2017-08-15,8,1_CLEANING,885661,2014-05-14,746.0,0,Quito,Pichincha,D,13,1861.0,False,False,,,,,,,,,False,False
1,BREAD/BAKERY,2013-01-01,2017-08-15,6,1_BREAD/BAKERY,887441,2014-05-15,311.686,0,Quito,Pichincha,D,13,1794.0,False,False,,,,,,,,,False,False
